	FPP	POS	Dictionary Entry
63	abripio	verb	abripio, abripere, abripui, NULL
64	abrogatio	noun	abrogatio, abrogationis, f
65	abrogo	verb	abrogo, abrogare, NULL, abrogatus
66	abrotonum	noun	abrotonum, abrotoni, n
67	abrumpo	adv	abrumpo indecl.
68	abruptio	noun	abruptio, f indecl.
69	abruptus		abruptus indecl.
70	abs		abs indecl.
71	abscedo	verb	abscedo, abscedere, abscessi, abscessus
72	abscessio	noun	abscessio, abscessionis, f
73	abscessus	noun	abscessus, abscessus, m
74	abscidi		abscidi indecl.
75	abscidi		abscidi indecl.
76	abscido	verb	abscido, abscidere, abscidi, abscisus
77	NULL	verb	NULL, abscindere, abscidi, abscissus
78	abscisio		abscisio indecl.
79	abscissus		abscissus indecl.
80	abscisus		abscisus indecl.
81	abscondite		abscondite indecl.
82	absconditus		absconditus indecl.
83	abscondo	verb	abscondo, abscondere, abscondi, NULL
84	absens		absens indecl.
85	absentia	noun	absentia, absentiae, f
86	absimilis	adj	absimilis, absimilis, absimile
87	absistit	verb	absistit, absistere, NULL, NULL
88	absolute		absolute indecl.
89	absolutio	noun	absolutio, absolutionis, f
90	absolutus		absolutus indecl.
91	absoluo	verb	absoluo, absoluere, absolui, absolutus
92	absonus	adj	absonus, absona, absonum
93	absorbet	verb	absorbet, absorbere, NULL, NULL
94	absp-		absp- indecl.
95	absque		absque indecl.
96	abstemius	adj	abstemius, abstemia, NULL
97	absterget	verb	absterget, abstergere, NULL, abstersus
98	absterret	verb	absterret, absterrere, NULL, absterritus
99	abstinens		abstinens indecl.
100	abstinenter	adv	abstinenter indecl.
101	abstinentia	noun	abstinentia, abstinentiae, f
102	abstinentissime	verb	abstinentissime, NULL, NULL, abstentus
103	NULL	verb	NULL, NULL, NULL, NULL
104	abstractus	adj	abstractus, abstracta, abstractum
105	abstrahor	verb	abstrahor, abstrahere, abstractus
106	abstrudo	adv	abstrudo indecl.
107	abstrusus		abstrusus indecl.
108	abstuli		abstuli indecl.
109	absum	verb	absum, abesse, NULL, NULL
110	absumo	verb	absumo, absumere, absumpsi, absumptus
111	absurde		absurde indecl.
112	absurdus	adj	absurdus, absurda, absurdum
113	abundans		abundans indecl.
114	abundanter	adv	abundanter indecl.
115	abundantia	noun	abundantia, abundantiae, f
116	abunde	adv	abunde indecl.
117	abundo	verb	abundo, abundare, NULL, NULL
118	abusio	noun	abusio, f indecl.
119	abusque		abusque indecl.
120	abusus	noun	abusus, abusus, m
121	abutor	verb	abutor, abutere, abusus
122	Abydenus	adj	Abydenus, abydena, NULL
123	ac		ac indecl.
124	Academia	noun	Academia, academiae, f
125	Academicus	adj	Academicus, academica, academicum
126	Academicus	adj	Academicus, academica, academicum
127	Academica		Academica indecl.
128	Academus	noun	Academus, academi, m
129	acalanthis	noun	acalanthis, f indecl.
130	acanthus	noun	acanthus, acanthi, m
131	Acarnanicus	adj	Acarnanicus, NULL, NULL
132	Acbarus	noun	Acbarus, acbari, m
133	accedo	verb	accedo, accedere, accessi, accessus
134	acceleratio	noun	acceleratio, f indecl.
135	accendo	noun	accendo, m indecl.
136	accenseo	verb	accenseo, NULL, NULL, accensvs
137	accensus	noun	accensus, accensi, m
138	accensi		accensi indecl.
139	accensus	noun	accensus, accensi, m
140	acceptio	noun	acceptio, f indecl.
141	accepto	verb	accepto, NULL, acceptavi, NULL
142	acceptum	noun	acceptum, accepti, n
143	acceptus		acceptus indecl.
144	accerso		accerso indecl.
145	accessio	noun	accessio, accessionis, f
146	accessus		accessus indecl.
147	Accianus		Accianus indecl.
148	accido	verb	accido, accidere, NULL, accisus
149	accido	verb	accido, accidere, NULL, NULL
150	accisus		accisus indecl.
151	accingo	verb	accingo, accingere, accinxi, accinctus
152	accio	verb	accio, accire, NULL, accitus
153	accipio	verb	accipio, accipere, accepi, acceptus
154	accipiter		accipiter indecl.
155	accisus		accisus indecl.
156	accitus		accitus indecl.
157	accitus	noun	accitus, accitus, m
158	acclamatio	noun	acclamatio, f indecl.
159	acclamo	verb	acclamo, acclamare, NULL, NULL
160	acclaro	verb	acclaro, NULL, NULL, NULL
161	acclinatus		acclinatus indecl.
162	acclinis	adj	acclinis, acclinis, NULL
163	acclino	verb	acclino, NULL, NULL, acclinatus
164	acclivis	adj	acclivis, accliva, acclive
165	acclivitas	noun	acclivitas, f indecl.
166	acclivus		acclivus indecl.
167	accolo	verb	accolo, NULL, m, NULL
168	accolo	verb	accolo, accolere, NULL, NULL
169	accommodate		accommodate indecl.
170	accommodatio	noun	accommodatio, f indecl.
171	accommodatus		accommodatus indecl.
172	accommodo	verb	accommodo, accommodare, accommodavi, accommodatus
173	accommodus	adj	accommodus, accommoda, NULL
174	accredo	verb	accredo, NULL, NULL, NULL
175	accresco	verb	accresco, accrescere, NULL, NULL
176	accretio	noun	accretio, f indecl.
177	accubatio	noun	accubatio, f indecl.
178	accubitio	noun	accubitio, f indecl.
179	accubo	verb	accubo, accubare, NULL, NULL
180	accumbo	verb	accumbo, accumbere, accubui, accubitus
181	accumulate	adv	accumulate indecl.
182	accumulator	noun	accumulator, m indecl.
183	accumulo	verb	accumulo, accumulare, NULL, NULL
184	accurate		accurate indecl.
185	accuratio	noun	accuratio, f indecl.
186	accuratus		accuratus indecl.
187	accuro	verb	accuro, accurare, accuravi, accuratus
188	accurro	verb	accurro, accurrere, NULL, NULL
189	accursus	noun	accursus, accursus, m
190	accusabilis	adj	accusabilis, accusabilis, NULL
191	accusatio	noun	accusatio, accusationis, f
192	accusator	noun	accusator, accusatoris, m
193	accusatorie		accusatorie indecl.
194	accusatorius	adj	accusatorius, accusatoria, NULL
195	accuso	verb	accuso, accusare, accusavi, accusatus
196	acer	adv	acer indecl.
197	acer	adv	acer indecl.
198	acerbe		acerbe indecl.
199	acerbitas	noun	acerbitas, acerbitatis, f
200	acerbo	verb	acerbo, NULL, NULL, NULL
201	acerbus	adj	acerbus, acerba, acerbum
202	acernus	adj	acernus, acerna, acernum
203	acerra	noun	acerra, acerrae, f
204	acerrime		acerrime indecl.
205	acersecomes	noun	acersecomes, m indecl.
206	acervalis	adj	acervalis, acervalis, NULL
207	acervatim	adv	acervatim indecl.
208	acervo	verb	acervo, NULL, NULL, NULL
209	acervus	noun	acervus, acervi, m
210	acesco		acesco indecl.
211	acetum		acetum indecl.
212	Achaei		Achaei indecl.
213	Achaemenes	noun	Achaemenes, achaemenis, m
214	Achaemenius	adj	Achaemenius, NULL, achaemenium
215	Achaias		Achaias indecl.
216	Achaicus	adj	Achaicus, achaica, achaicum
217	Achais	noun	Achais, achais, m
218	Achaius	adj	Achaius, achaia, NULL
219	Acharnanus	adj	Acharnanus, NULL, NULL
220	Acheloius	adj	Acheloius, acheloia, NULL
221	Acheron	noun	Acheron, acherontis, m
222	Acheruns	noun	Acheruns, acheruntis, m
223	Acherusius	adj	Acherusius, acherusia, NULL
224	Achilles	noun	Achilles, achillis, m
225	Achilleus	adj	Achilleus, achillea, NULL
226	Achivus	adj	Achivus, NULL, achivum
227	Acidalia	noun	Acidalia, acidaliae, f
228	acidus	adj	acidus, acida, acidum
229	acies	noun	acies, acie, f
230	acinaces	noun	acinaces, m indecl.
231	acinus	noun	acinus, acini, m
232	acinum	noun	acinum, acini, n
233	acipenser		acipenser indecl.
234	aclys	noun	aclys, f indecl.
235	acoenonoetus	noun	acoenonoetus, m indecl.
236	aconitum	noun	aconitum, aconiti, n
237	acquiesco	verb	acquiesco, acquiescere, acquievi, NULL
238	Acragas	noun	Acragas, m indecl.
239	acratophoron		acratophoron indecl.
240	acredula	noun	acredula, f indecl.
241	acriculus	adj	acriculus, NULL, NULL
242	acrimonia	noun	acrimonia, acrimoniae, f
243	Acrisioneus	adj	Acrisioneus, NULL, NULL
244	Acrisioniades	noun	Acrisioniades, m indecl.
245	Acrisius	noun	Acrisius, acrisii, m
246	acriter	adv	acriter indecl.
247	acroama	noun	acroama, n indecl.
248	acroasis	noun	acroasis, acroasin, f
249	Acroceraunia	noun	Acroceraunia, n indecl.
250	acta	noun	acta, actae, n
251	aota		aota indecl.
252	Actaeon	noun	Actaeon, actaeonis, m
253	Actaeus	adj	Actaeus, actaea, NULL
254	Actaei	noun	Actaei, m indecl.
255	Actiacus		Actiacus indecl.
256	Actias	noun	Actias, f indecl.
257	actio	noun	actio, actionis, f
258	actito	verb	actito, actitare, NULL, NULL
259	Actium	noun	Actium, n indecl.
260	Actius	adj	Actius, actia, actium
261	actor	noun	actor, actoris, m
262	actuaria	noun	actuaria, actuariae, f
263	actuariola		actuariola indecl.
264	actuarius	adj	actuarius, actuaria, actuarium
265	actum	noun	actum, acti, n
266	actuose	adv	actuose indecl.
267	actuosus	adj	actuosus, actuosa, NULL
268	actus		actus indecl.
269	actus	noun	actus, actus, m
270	actutum	adv	actutum indecl.
271	aculeatus	adj	aculeatus, aculeata, aculeatum
272	aculeus	noun	aculeus, aculei, m
273	acumen	noun	acumen, acuminis, n
274	acuo	verb	acuo, acuere, acui, acutus
275	acus	noun	acus, acus, f
276	acute		acute indecl.
277	acutulus	adj	acutulus, NULL, NULL
278	acutum		acutum indecl.
279	acutus	adj	acutus, acuta, acutum
280	ad	adpostion	ad indecl.
281	adactio	noun	adactio, f indecl.
282	adactus		adactus indecl.
283	adaeque	adv	adaeque indecl.
284	adaequat	verb	adaequat, adaequare, NULL, adaequatus
285	adamanteus	adj	adamanteus, NULL, NULL
286	adamantinus	adj	adamantinus, adamantina, NULL
287	adamas	noun	adamas, adamantis, m
288	adamo	verb	adamo, adamare, adamavi, adamatus
289	adaperio	verb	adaperio, adaperire, NULL, adapertus
290	adapertilis	adj	adapertilis, adapertilis, adapertile
291	adapertus		adapertus indecl.
292	NULL	verb	NULL, NULL, NULL, NULL
293	adaugeo	verb	adaugeo, adaugere, n, adauctus
294	adaugesco	verb	adaugesco, NULL, NULL, NULL
295	adbibit	verb	adbibit, adbibere, NULL, NULL
296	adc-		adc- indecl.
297	NULL	verb	NULL, NULL, NULL, NULL
298	NULL	verb	NULL, NULL, NULL, NULL
299	addico	verb	addico, addicere, addixi, addictus
300	addictio	noun	addictio, f indecl.
301	addictus	noun	addictus, addicti, m
302	NULL	verb	NULL, addiscere, addidici, NULL
303	additamentum	noun	additamentum, n indecl.
304	addo	verb	addo, addere, addidi, additus
305	addocet	verb	addocet, NULL, NULL, NULL
306	addubitat	verb	addubitat, addubitare, addubitavi, NULL
307	adduco	verb	adduco, adducere, adduxi, adductus
308	adducte		adducte indecl.
309	adductus		adductus indecl.
310	adedit	verb	adedit, adedere, NULL, NULL
311	Adelphi	noun	Adelphi, m indecl.
312	ademptio	noun	ademptio, f indecl.
313	ademptus		ademptus indecl.
314	adeo	verb	adeo, adire, adii, aditus
315	adeo	adv	adeo indecl.
316	adeps		adeps indecl.
317	adeptio	noun	adeptio, f indecl.
318	NULL	verb	NULL, adequitare, NULL, NULL
319	adesdum		adesdum indecl.
320	adesus		adesus indecl.
321	adfabilis		adfabilis indecl.
322	adfabilitas		adfabilitas indecl.
323	adfabre		adfabre indecl.
324	adfatim		adfatim indecl.
325	adfatus		adfatus indecl.
326	adfectatio		adfectatio indecl.
327	adfectio		adfectio indecl.
328	adfecto		adfecto indecl.
329	adfectus		adfectus indecl.
330	adfectus		adfectus indecl.
331	adfero		adfero indecl.
332	adficio		adficio indecl.
333	adfigo		adfigo indecl.
334	adfingo		adfingo indecl.
335	adfinis		adfinis indecl.
336	adfinis		adfinis indecl.
337	adfinitas		adfinitas indecl.
338	adfirmans		adfirmans indecl.
339	adfirmate		adfirmate indecl.
340	adfirmatio		adfirmatio indecl.
341	adfirmo		adfirmo indecl.
342	adfixus		adfixus indecl.
343	adflatus		adflatus indecl.
344	adflictatio		adflictatio indecl.
345	adflicto		adflicto indecl.
346	adflictor		adflictor indecl.
347	adflictus		adflictus indecl.
348	adfligo		adfligo indecl.
349	adflo		adflo indecl.
350	adfluens		adfluens indecl.
351	adfluenter		adfluenter indecl.
352	adfluentia		adfluentia indecl.
353	adfluo		adfluo indecl.
354	adfor		adfor indecl.
355	adfore		adfore indecl.
356	adfulgeo		adfulgeo indecl.
357	adfundo		adfundo indecl.
358	adfuturus		adfuturus indecl.
359	adg-		adg- indecl.
360	adgn-		adgn- indecl.
361	adhaereo	verb	adhaereo, adhaerere, adhaesi, adhaesus
362	adhaerescit	verb	adhaerescit, adhaerescere, adhaesi, adhaesus
363	adhaesio	noun	adhaesio, f indecl.
364	adhibeo	verb	adhibeo, adhibere, adhibui, adhibitus
365	adhinnio	verb	adhinnio, adhinnire, NULL, NULL
366	adhortatio	noun	adhortatio, adhortationis, f
367	adhortator	noun	adhortator, m indecl.
368	adhortor	verb	adhortor, NULL, adhortatus
369	adhuc	adv	adhuc indecl.
370	adiaceo		adiaceo indecl.
371	adicio	verb	adicio, adicere, adici, adiectus
372	adiectio		adiectio indecl.
373	adigo	verb	adigo, adigere, NULL, adactus
374	adiicio		adiicio indecl.
375	adimo	verb	adimo, adimere, ademi, ademptus
376	adipatus	adj	adipatus, adipata, adipatum
377	adipiscor		adipiscor indecl.
378	aditus		aditus indecl.
379	aditus	noun	aditus, aditus, m
380	adiudico		adiudico indecl.
381	adiuero		adiuero indecl.
382	adiumentum		adiumentum indecl.
383	adiunctio		adiunctio indecl.
384	adiunctor		adiunctor indecl.
385	adiunctus		adiunctus indecl.
386	adiungo		adiungo indecl.
387	adiuro		adiuro indecl.
388	adiuto		adiuto indecl.
389	adiutor		adiutor indecl.
390	adiutrix		adiutrix indecl.
391	adiutus		adiutus indecl.
392	adiuvo		adiuvo indecl.
393	adlabor		adlabor indecl.
394	adlaboro		adlaboro indecl.
395	adlacrimo		adlacrimo indecl.
396	adlapsus		adlapsus indecl.
397	adlatro		adlatro indecl.
398	adlaturus		adlaturus indecl.
399	adlecto		adlecto indecl.
400	adlegatio		adlegatio indecl.
401	adlego		adlego indecl.
402	adlego		adlego indecl.
403	adlevamentum		adlevamentum indecl.
404	adlevatio		adlevatio indecl.
405	adlevo		adlevo indecl.
406	adlicio		adlicio indecl.
407	adlido		adlido indecl.
408	adligo		adligo indecl.
409	adlino		adlino indecl.
410	adlisus		adlisus indecl.
411	adlocutio		adlocutio indecl.
412	adlocutus		adlocutus indecl.
413	adloquium		adloquium indecl.
414	adloquor		adloquor indecl.
415	adludo		adludo indecl.
416	adluo		adluo indecl.
417	adluvies		adluvies indecl.
418	adluvio		adluvio indecl.
419	NULL	verb	NULL, NULL, NULL, NULL
420	NULL	verb	NULL, NULL, NULL, admensus
421	adminiculo	verb	adminiculo, NULL, NULL, adminiculatus
422	adminiculum	noun	adminiculum, adminiculi, n
423	administer	noun	administer, administri, m
424	administra	noun	administra, administrae, f
425	administratio	noun	administratio, administrationis, f
426	administrator	noun	administrator, m indecl.
427	administro	verb	administro, administrare, administravi, administratus
428	admirabilis	adv	admirabilis indecl.
429	admirabilitas	noun	admirabilitas, f indecl.
430	admirabiliter	adv	admirabiliter indecl.
431	admirandus	adj	admirandus, admiranda, admirandum
432	admiratio	noun	admiratio, admirationis, f
433	admirator	noun	admirator, m indecl.
434	admiror	verb	admiror, NULL, admiratus
435	admisceo	verb	admisceo, admiscere, NULL, admixtus
436	admissarius	adj	admissarius, NULL, admissarium
437	admissum	noun	admissum, admissi, n
438	admissus		admissus indecl.
439	admistio	noun	admistio, f indecl.
440	admitto	verb	admitto, admittere, admisi, admissus
441	admixtio	noun	admixtio, f indecl.
442	admixtus		admixtus indecl.
443	admodum	adv	admodum indecl.
444	NULL	verb	NULL, NULL, NULL, admolitus
445	admoneo	verb	admoneo, admonere, admonui, admonitus
446	admonitio	noun	admonitio, admonitionis, f
447	admonito	verb	admonito, NULL, NULL, NULL
448	admonitum	noun	admonitum, admoniti, n
449	admonitus		admonitus indecl.
450	admorsus		admorsus indecl.
451	admotio	noun	admotio, f indecl.
452	admoveo	verb	admoveo, admovere, n, admotus
453	admugit	verb	admugit, NULL, NULL, NULL
454	admurmuratio	noun	admurmuratio, f indecl.
455	admurmuro	verb	admurmuro, NULL, NULL, NULL
456	annascor	verb	annascor, NULL, NULL
457	anno	verb	anno, NULL, NULL, NULL
458	annecto	verb	annecto, NULL, annexi, adnexus
459	adnexus		adnexus indecl.
460	adnisus		adnisus indecl.
461	adnitor		adnitor indecl.
462	adnixus		adnixus indecl.
463	adno		adno indecl.
464	adnoto		adnoto indecl.
465	adnumero		adnumero indecl.
466	adnuntio		adnuntio indecl.
467	adnuo		adnuo indecl.
468	adoleo	verb	adoleo, adolere, NULL, adultus
469	adolescens		adolescens indecl.
470	adolesco	verb	adolesco, adolescere, NULL, adultus
471	adolesco	verb	adolesco, adolescere, NULL, adultus
472	Adonis	noun	Adonis, f indecl.
473	NULL	verb	NULL, NULL, NULL, adopertus
474	adoptatio	noun	adoptatio, f indecl.
475	adoptio	noun	adoptio, adoptionis, f
476	adoptivus	adj	adoptivus, adoptiva, adoptiuum
477	adopto	verb	adopto, adoptare, adoptavi, adoptatus
478	ador	verb	ador, NULL, aditus
479	adorea	noun	adorea, f indecl.
480	adoreus	adj	adoreus, adorea, adoreum
481	adorior	verb	adorior, NULL, adortus
482	adornat	verb	adornat, adornare, adornavi, adornatus
483	adoro	verb	adoro, adorare, adoraui, adoratus
484	adp-		adp- indecl.
485	adquiesco	verb	adquiesco, adquiescere, adquievi, NULL
486	adquiro		adquiro indecl.
487	NULL	verb	NULL, NULL, n, adrasus
488	adrectus		adrectus indecl.
489	adrepo		adrepo indecl.
490	Adria		Adria indecl.
491	adrideo		adrideo indecl.
492	adrigo		adrigo indecl.
493	adripio		adripio indecl.
494	adrisio		adrisio indecl.
495	adrodo		adrodo indecl.
496	adrogans		adrogans indecl.
497	adroganter		adroganter indecl.
498	adrogantia		adrogantia indecl.
499	adrogo		adrogo indecl.
500	adsc-		adsc- indecl.
501	adsecla		adsecla indecl.
502	adsectatio		adsectatio indecl.
503	adsectator		adsectator indecl.
504	adsector		adsector indecl.
505	adsecula		adsecula indecl.
506	adsensio		adsensio indecl.
507	adsensor		adsensor indecl.
508	adsensus		adsensus indecl.
509	adsensus		adsensus indecl.
510	adsentatio		adsentatio indecl.
511	adsentatiuncula		adsentatiuncula indecl.
512	adsentator		adsentator indecl.
513	adsentatorie		adsentatorie indecl.
514	adsentio		adsentio indecl.
515	adsentior		adsentior indecl.
516	adsentor		adsentor indecl.
517	adsequor		adsequor indecl.
518	adsero		adsero indecl.
519	adsero		adsero indecl.
520	adsertor		adsertor indecl.
521	adservio		adservio indecl.
522	adservo		adservo indecl.
523	adsessio		adsessio indecl.
524	adsessor		adsessor indecl.
525	adsessus		adsessus indecl.
526	adseveranter		adseveranter indecl.
527	adseveratio		adseveratio indecl.
528	adsevero		adsevero indecl.
529	adsideo		adsideo indecl.
530	adsido		adsido indecl.
531	adsidue		adsidue indecl.
532	adsiduitas		adsiduitas indecl.
533	adsiduus		adsiduus indecl.
534	adsignatio		adsignatio indecl.
535	adsigno		adsigno indecl.
536	adsilio		adsilio indecl.
537	adsimilis		adsimilis indecl.
538	adsimulatio		adsimulatio indecl.
539	adsimulatus		adsimulatus indecl.
540	adsimulo		adsimulo indecl.
541	adsisto		adsisto indecl.
542	adsitus		adsitus indecl.
543	adsoleo		adsoleo indecl.
544	adsono		adsono indecl.
545	adsp-		adsp- indecl.
546	adst-		adst- indecl.
547	adsuefacio		adsuefacio indecl.
548	adsuesco		adsuesco indecl.
549	adsuetudo		adsuetudo indecl.
550	adsuetus		adsuetus indecl.
551	adsulto		adsulto indecl.
552	adsultus		adsultus indecl.
553	assum	verb	assum, adesse, affui, adfuturus
554	adsumo		adsumo indecl.
555	adsumptio		adsumptio indecl.
556	adsumptivus		adsumptivus indecl.
557	adsuo		adsuo indecl.
558	adsurgo		adsurgo indecl.
559	adt-		adt- indecl.
560	adulans		adulans indecl.
561	adulatio	noun	adulatio, adulationis, f
562	adulator	noun	adulator, m indecl.
563	adulatorius	adj	adulatorius, NULL, adulatorium
564	adulescens	noun	adulescens, adulescentis, m
565	adulescentia	noun	adulescentia, adolescentiae, f
566	adulescentula	noun	adulescentula, adulescentulae, f
567	adulescentulus	noun	adulescentulus, adolescentuli, m
568	adulo	verb	adulo, adulare, NULL, adulatus
569	adulor		adulor indecl.
570	adulter	noun	adulter, adulteri, m
571	adulterinus	adj	adulterinus, adulterina, adulterinum
572	adulterium	noun	adulterium, adulteri, n
573	adultero	verb	adultero, adulterare, NULL, NULL
574	adultus		adultus indecl.
575	adumbratio	noun	adumbratio, f indecl.
576	adumbratus		adumbratus indecl.
577	adumbro	verb	adumbro, adumbrare, NULL, adumbratus
578	aduncitas	noun	aduncitas, f indecl.
579	aduncus	adj	aduncus, adunca, aduncum
580	NULL	verb	NULL, NULL, NULL, NULL
581	aduro	verb	aduro, adurere, NULL, adustus
582	adusque		adusque indecl.
583	adustus		adustus indecl.
584	advecticius	adj	advecticius, NULL, NULL
585	aduecto	verb	aduecto, NULL, NULL, NULL
586	advectus		advectus indecl.
587	adveho	verb	adveho, advehere, n, aduectus
588	advelat	verb	advelat, NULL, NULL, NULL
589	advena	noun	advena, aduenae, m
590	advenio	verb	advenio, aduenire, adveni, adventus
591	adventicius	adj	adventicius, aduenticia, aduenticium
592	advento	verb	advento, adventare, NULL, NULL
593	adventus	noun	adventus, adventus, m
594	adversarius	adj	adversarius, adversaria, aduersarium
595	adversatrix	noun	adversatrix, f indecl.
596	adversio	noun	adversio, f indecl.
597	adversor	verb	adversor, NULL, aduersatus
598	adversum	adpostion	adversum indecl.
599	adversus	noun	adversus, adversi, m
600	adversum	adpostion	adversum indecl.
601	adversus	adpostion	adversus indecl.
602	adversum	adpostion	adversum indecl.
603	adversus	noun	adversus, adversi, m
604	adverto	verb	adverto, advertere, n, adversus
605	advesperascit		advesperascit indecl.
606	advigilo	verb	advigilo, advigilare, NULL, NULL
607	advocata		advocata indecl.
608	advocatio	noun	advocatio, advocationis, f
609	advocatus	noun	advocatus, aduocati, m
610	advoco	verb	advoco, advocare, advocavi, advocatus
611	advolatus	noun	advolatus, advolatus, m
612	advolo	verb	advolo, advolare, NULL, advolatus
613	advolvit	verb	advolvit, advolvere, advolvi, NULL
614	advorsum		advorsum indecl.
615	adytum	noun	adytum, adyti, n
616	aedes	noun	aedes, aedis, f
617	aedes	noun	aedes, aedis, f
618	aedicula	noun	aedicula, aediculae, f
619	aedificatio	noun	aedificatio, aedificationis, f
620	aedificatiuncula	noun	aedificatiuncula, f indecl.
621	aedificator	noun	aedificator, m indecl.
622	aedificium	noun	aedificium, aedificii, n
623	aedifico	verb	aedifico, aedificare, aedificavi, aedificatus
624	aedilicius	noun	aedilicius, aedilicii, m
625	aedilis	noun	aedilis, aedilis, m
626	aedilitas	noun	aedilitas, aedilitatis, f
627	aedilitius		aedilitius indecl.
628	NULL	verb	NULL, NULL, NULL, NULL
629	aeditimus	noun	aeditimus, m indecl.
630	aedituus	noun	aedituus, aeditui, m
631	Aegaeus	adj	Aegaeus, aegaea, aegaeum
632	aeger	adj	aeger, aegra, aegrum
633	aegis	noun	aegis, aegidis, f
634	aegre		aegre indecl.
635	aegresco	verb	aegresco, NULL, NULL, NULL
636	aegrimonia	noun	aegrimonia, aegrimoniae, f
637	aegritudo	noun	aegritudo, aegritudinis, f
638	aegrotatio	noun	aegrotatio, f indecl.
639	aegroto	verb	aegroto, aegrotare, aegrotavi, NULL
640	aegrotus	adj	aegrotus, aegrota, aegrotum
641	Aegyptius	adj	Aegyptius, aegyptia, aegyptium
642	aelinos	noun	aelinos, m indecl.
643	aemulatio	noun	aemulatio, aemulationis, f
644	aemulator	noun	aemulator, m indecl.
645	aemulatus	noun	aemulatus, aemulatus, m
646	aemulor	verb	aemulor, NULL, aemulatus
647	aemulus	adj	aemulus, aemula, aemulum
648	Aeneius	adj	Aeneius, aeneia, NULL
649	aeneus	adj	aeneus, aenea, aeneum
650	aenigma	noun	aenigma, n indecl.
651	aenipes		aenipes indecl.
652	aenus	noun	aenus, aeni, f
653	Aeolius	adj	Aeolius, aeolia, aeolium
654	aequabilis	adv	aequabilis indecl.
655	aequabilitas	noun	aequabilitas, aequabilitatis, f
656	aequabiliter	adv	aequabiliter indecl.
657	aequaevus	adj	aequaevus, aequaeva, aequaevum
658	aequalis	adv	aequalis indecl.
659	aequalitas	noun	aequalitas, aequalitatis, f
660	aequaliter	adv	aequaliter indecl.
661	aequanimitas	noun	aequanimitas, aequanimitatis, f
662	aequatio	noun	aequatio, f indecl.
663	aequatus		aequatus indecl.
664	aeque	adv	aeque indecl.
665	aequilibritas	noun	aequilibritas, f indecl.
666	aequinoctialis	adj	aequinoctialis, aequinoctialis, NULL
667	aequinoctium	noun	aequinoctium, aequinoctii, n
668	aequipero		aequipero indecl.
669	aequitas	noun	aequitas, aequitatis, f
670	aequo	verb	aequo, aequare, NULL, aequatus
671	aequor	noun	aequor, aequoris, n
672	aequoreus	adj	aequoreus, aequorea, aequoreum
673	aequum	noun	aequum, aequi, n
674	aequus	adj	aequus, aeca, aecum
675	aer	noun	aer, aeris, m
676	aeraria	noun	aeraria, aerariae, f
