id	text	bare_text	sequence_num	morph_code	base_form	bare_base_form	definition
602	γλυκύτατες	γλυκυτατες	602	a-p---nap	γλυκύς	γλυκυς	sweet
603	γλυκύτατε	γλυκυτατε	603	a-s---mvp	γλυκύς	γλυκυς	sweet
604	γλυκύτατη	γλυκυτατη	604	a-s---fvp	γλυκύς	γλυκυς	sweet
605	γλυκύτατο	γλυκυτατο	605	a-s---nvp	γλυκύς	γλυκυς	sweet
606	γλυκύτατοι	γλυκυτατοι	606	a-p---fvp	γλυκύς	γλυκυς	sweet
607	γλυκύτατες	γλυκυτατες	607	a-p---nvp	γλυκύς	γλυκυς	sweet
608	γλυκύτερος	γλυκυτερος	608	a-s---mnp	γλυκύς	γλυκυς	sweet
609	γλυκύτερη	γλυκυτερη	609	a-s---fnp	γλυκύς	γλυκυς	sweet
610	γλυκύτερο	γλυκυτερο	610	a-s---nnp	γλυκύς	γλυκυς	sweet
611	γλυκύτερες	γλυκυτερες	611	a-p---mnp	γλυκύς	γλυκυς	sweet
612	γλυκύτερα	γλυκυτερα	612	a-p---fnp	γλυκύς	γλυκυς	sweet
613	γλυκύτερου	γλυκυτερου	613	a-s---mgp	γλυκύς	γλυκυς	sweet
614	γλυκύτερης	γλυκυτερης	614	a-s---fgp	γλυκύς	γλυκυς	sweet
615	γλυκύτερου	γλυκυτερου	615	a-s---ngp	γλυκύς	γλυκυς	sweet
616	γλυκύτερων	γλυκυτερων	616	a-p---mgp	γλυκύς	γλυκυς	sweet
617	γλυκύτερων	γλυκυτερων	617	a-p---fgp	γλυκύς	γλυκυς	sweet
618	γλυκύτερο	γλυκυτερο	618	a-s---map	γλυκύς	γλυκυς	sweet
619	γλυκύτερη	γλυκυτερη	619	a-s---fap	γλυκύς	γλυκυς	sweet
620	γλυκύτερο	γλυκυτερο	620	a-s---nap	γλυκύς	γλυκυς	sweet
621	γλυκύτερες	γλυκυτερες	621	a-p---map	γλυκύς	γλυκυς	sweet
622	γλυκύτερα	γλυκυτερα	622	a-p---fap	γλυκύς	γλυκυς	sweet
623	γλυκύτερε	γλυκυτερε	623	a-s---mvp	γλυκύς	γλυκυς	sweet
624	γλυκύτερη	γλυκυτερη	624	a-s---fvp	γλυκύς	γλυκυς	sweet
625	γλυκύτερο	γλυκυτερο	625	a-s---nvp	γλυκύς	γλυκυς	sweet
626	γλυκύτερες	γλυκυτερες	626	a-p---mvp	γλυκύς	γλυκυς	sweet
627	γλυκύτερα	γλυκυτερα	627	a-p---fvp	γλυκύς	γλυκυς	sweet
628	γλυκύτατος	γλυκυτατος	628	a-s---mnp	γλυκύς	γλυκυς	sweet
629	γλυκύτατη	γλυκυτατη	629	a-s---fnp	γλυκύς	γλυκυς	sweet
630	γλυκύτατο	γλυκυτατο	630	a-s---nnp	γλυκύς	γλυκυς	sweet
631	γλυκύτατες	γλυκυτατες	631	a-p---mnp	γλυκύς	γλυκυς	sweet
632	γλυκύτατα	γλυκυτατα	632	a-p---fnp	γλυκύς	γλυκυς	sweet
633	γλυκύτατου	γλυκυτατου	633	a-s---mgp	γλυκύς	γλυκυς	sweet
634	γλυκύτατης	γλυκυτατης	634	a-s---fgp	γλυκύς	γλυκυς	sweet
635	γλυκύτατου	γλυκυτατου	635	a-s---ngp	γλυκύς	γλυκυς	sweet
636	γλυκύτατων	γλυκυτατων	636	a-p---mgp	γλυκύς	γλυκυς	sweet
637	γλυκύτατων	γλυκυτατων	637	a-p---fgp	γλυκύς	γλυκυς	sweet
638	γλυκύτατο	γλυκυτατο	638	a-s---map	γλυκύς	γλυκυς	sweet
639	γλυκύτατη	γλυκυτατη	639	a-s---fap	γλυκύς	γλυκυς	sweet
640	γλυκύτατο	γλυκυτατο	640	a-s---nap	γλυκύς	γλυκυς	sweet
641	γλυκύτατες	γλυκυτατες	641	a-p---map	γλυκύς	γλυκυς	sweet
642	γλυκύτατα	γλυκυτατα	642	a-p---fap	γλυκύς	γλυκυς	sweet
643	γλυκύτατε	γλυκυτατε	643	a-s---mvp	γλυκύς	γλυκυς	sweet
644	γλυκύτατη	γλυκυτατη	644	a-s---fvp	γλυκύς	γλυκυς	sweet
645	γλυκύτατο	γλυκυτατο	645	a-s---nvp	γλυκύς	γλυκυς	sweet
646	γλυκύτατες	γλυκυτατες	646	a-p---mvp	γλυκύς	γλυκυς	sweet
647	γλυκύτατα	γλυκυτατα	647	a-p---fvp	γλυκύς	γλυκυς	sweet
648	ᾰ̓κραιφνοῦς	ακραιφνους	648	a-s---mfgp	ἀκραιφνής	ακραιφνης	unmixed, pure
649	ᾰ̓κραιφνοῦς	ακραιφνους	649	a-s---ngp	ἀκραιφνής	ακραιφνης	unmixed, pure
650	ᾰ̓κραιφνοῖν	ακραιφνοιν	650	a-d---mfgp	ἀκραιφνής	ακραιφνης	unmixed, pure
651	ᾰ̓κραιφνοῖν	ακραιφνοιν	651	a-d---ngp	ἀκραιφνής	ακραιφνης	unmixed, pure
652	ᾰ̓κραιφνῶν	ακραιφνων	652	a-p---mfgp	ἀκραιφνής	ακραιφνης	unmixed, pure
653	ᾰ̓κραιφνῶν	ακραιφνων	653	a-p---ngp	ἀκραιφνής	ακραιφνης	unmixed, pure
654	ᾰ̓κραιφνεῖ	ακραιφνει	654	a-s---mfdp	ἀκραιφνής	ακραιφνης	unmixed, pure
655	ᾰ̓κραιφνεῖ	ακραιφνει	655	a-s---ndp	ἀκραιφνής	ακραιφνης	unmixed, pure
656	ᾰ̓κραιφνοῖν	ακραιφνοιν	656	a-d---mfdp	ἀκραιφνής	ακραιφνης	unmixed, pure
657	ᾰ̓κραιφνοῖν	ακραιφνοιν	657	a-d---ndp	ἀκραιφνής	ακραιφνης	unmixed, pure
658	ᾰ̓κραιφνέσῐ	ακραιφνεσι	658	a-p---mfdp	ἀκραιφνής	ακραιφνης	unmixed, pure
659	ᾰ̓κραιφνέσῐ	ακραιφνεσι	659	a-p---ndp	ἀκραιφνής	ακραιφνης	unmixed, pure
660	ᾰ̓κραιφνῆ	ακραιφνη	660	a-s---mfap	ἀκραιφνής	ακραιφνης	unmixed, pure
661	ᾰ̓κραιφνές	ακραιφνες	661	a-s---nap	ἀκραιφνής	ακραιφνης	unmixed, pure
662	ᾰ̓κραιφνεῖ	ακραιφνει	662	a-d---mfap	ἀκραιφνής	ακραιφνης	unmixed, pure
663	ᾰ̓κραιφνεῖ	ακραιφνει	663	a-d---nap	ἀκραιφνής	ακραιφνης	unmixed, pure
664	ᾰ̓κραιφνεῖς	ακραιφνεις	664	a-p---mfap	ἀκραιφνής	ακραιφνης	unmixed, pure
665	ᾰ̓κραιφνῆ	ακραιφνη	665	a-p---nap	ἀκραιφνής	ακραιφνης	unmixed, pure
666	ᾰ̓κραιφνές	ακραιφνες	666	a-s---mfvp	ἀκραιφνής	ακραιφνης	unmixed, pure
667	ᾰ̓κραιφνές	ακραιφνες	667	a-s---nvp	ἀκραιφνής	ακραιφνης	unmixed, pure
668	ᾰ̓κραιφνεῖ	ακραιφνει	668	a-d---mfvp	ἀκραιφνής	ακραιφνης	unmixed, pure
669	ᾰ̓κραιφνεῖ	ακραιφνει	669	a-d---nvp	ἀκραιφνής	ακραιφνης	unmixed, pure
670	ᾰ̓κραιφνεῖς	ακραιφνεις	670	a-p---mfvp	ἀκραιφνής	ακραιφνης	unmixed, pure
671	ᾰ̓κραιφνῆ	ακραιφνη	671	a-p---nvp	ἀκραιφνής	ακραιφνης	unmixed, pure
672	ἡ ταίνᾰρος	η ταιναρος	672	n-s----n-	Ταίναρος	Ταιναρος	Taenarus
673	τῆς ταινᾰ́ρου	της ταιναρου	673	n-s----g-	Ταίναρος	Ταιναρος	Taenarus
674	τῇ ταινᾰ́ρῳ	τη ταιναρω	674	n-s----d-	Ταίναρος	Ταιναρος	Taenarus
675	τὴν ταίνᾰρον	την ταιναρον	675	n-s----a-	Ταίναρος	Ταιναρος	Taenarus
676	ταίνᾰρε	ταιναρε	676	n-s----v-	Ταίναρος	Ταιναρος	Taenarus
