,Workgroup,Work,Language,Words,URN,URL
127,Galen,De praenotione ad Epigenem,grc,11019,urn:cts:greekLit:tlg0057.tlg083.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0057.tlg083.1st1K-grc1:1-5/
128,Galen,De substantia facultatum naturalium fragmentum,grc,1370,urn:cts:greekLit:tlg0057.tlg084.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0057.tlg084.1st1K-grc1:1/
129,Galen,In Hippocratis De natura hominis,grc,24377,urn:cts:greekLit:tlg0057.tlg085.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0057.tlg085.1st1K-grc1:1.prooemium/
130,Galen,In Hippocratis vel Polybi Opus de Salubri Victus Ratione Privatorum Commentarius,grc,6837,urn:cts:greekLit:tlg0057.tlg086.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0057.tlg086.1st1K-grc1:1/
131,Galen,In Hippocratis De victu acutorum,grc,67032,urn:cts:greekLit:tlg0057.tlg087.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0057.tlg087.1st1K-grc1:1.1/
132,Galen,In Hippocratis Epidemiarum I,grc,156385,urn:cts:greekLit:tlg0057.tlg089.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0057.tlg089.1st1K-grc1:1.1.pr-1.1.4/
133,Galen,In Hippocratis Aphorismos,grc,96004,urn:cts:greekLit:tlg0057.tlg092.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0057.tlg092.1st1K-grc1:1.1/
134,Galen,Adversus Lycum,grc,7436,urn:cts:greekLit:tlg0057.tlg093.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0057.tlg093.1st1K-grc1:1-5/
135,Galen,Adversus ea quae Juliano in Hippocratis Aphorismos enuntiata sunt,grc,7591,urn:cts:greekLit:tlg0057.tlg094.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0057.tlg094.1st1K-grc1:1-5/
136,Galen,In Hippocratis De articulis,grc,51618,urn:cts:greekLit:tlg0057.tlg095.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0057.tlg095.1st1K-grc1:1.prooemium/
137,Galen,De Humero iis Modis Prolapso quos Hippocrates non Vidit,grc,9831,urn:cts:greekLit:tlg0057.tlg096.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0057.tlg096.1st1K-grc1:excursus-26/
138,Galen,In Hippocratis Prognosticum,grc,42854,urn:cts:greekLit:tlg0057.tlg099.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0057.tlg099.1st1K-grc1:1.1/
139,Galen,In Hippocratis De fracturis,grc,41682,urn:cts:greekLit:tlg0057.tlg100.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0057.tlg100.1st1K-grc1:1.prooemium/
140,Galen,In Hippocratis De officina medici,grc,41054,urn:cts:greekLit:tlg0057.tlg101.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0057.tlg101.1st1K-grc1:1.prooemium/
141,Galen,De musculorum dissectione ad tirones,grc,14742,urn:cts:greekLit:tlg0057.tlg102.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0057.tlg102.1st1K-grc1:1-5/
142,Galen,De consuetudinibus,grc,4007,urn:cts:greekLit:tlg0057.tlg103.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0057.tlg103.1st1K-grc1:1-5/
143,Galen,De experientia medica,"grc,deu",1001,urn:cts:greekLit:tlg0057.tlg107.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0057.tlg107.1st1K-grc1:1/
144,Galen,De causis respirationis,grc,675,urn:cts:greekLit:tlg0057.tlg114.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0057.tlg114.1st1K-grc1:1/
145,Plato,Definitiones,"grc,lat",2312,urn:cts:greekLit:tlg0059.tlg037.First1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0059.tlg037.First1K-grc1:1/
146,Lucian of Samosata,Phalaris,"grc,lat",2954,urn:cts:greekLit:tlg0062.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg001.1st1K-grc1:1.1-1.5/
147,Lucian of Samosata,"Hippias, or the Bath","grc,lat",1044,urn:cts:greekLit:tlg0062.tlg002.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg002.1st1K-grc1:1-5/
148,Lucian of Samosata,Bacchus,"grc,lat",1079,urn:cts:greekLit:tlg0062.tlg003.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg003.1st1K-grc1:1-5/
149,Lucian of Samosata,Hercules,"grc,lat",807,urn:cts:greekLit:tlg0062.tlg004.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg004.1st1K-grc1:1-5/
150,Lucian of Samosata,"Electrum,Amber, or the Swans","grc,lat",605,urn:cts:greekLit:tlg0062.tlg005.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg005.1st1K-grc1:1-5/
151,Lucian of Samosata,"Muscae Encomium,The Fly","grc,lat",1267,urn:cts:greekLit:tlg0062.tlg006.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg006.1st1K-grc1:1-5/
152,Lucian of Samosata,Nigrinus,"grc,lat",4236,urn:cts:greekLit:tlg0062.tlg007.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg007.1st1K-grc1:prologue-4/
153,Lucian of Samosata,Demonax,"grc,lat",3166,urn:cts:greekLit:tlg0062.tlg008.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg008.1st1K-grc1:1-5/
154,Lucian of Samosata,"De Domo,The Hall","grc,lat",3287,urn:cts:greekLit:tlg0062.tlg009.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg009.1st1K-grc1:1-5/
155,Lucian of Samosata,"Patriae encomium,My Native Land","grc,lat",957,urn:cts:greekLit:tlg0062.tlg010.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg010.1st1K-grc1:1-5/
156,Lucian of Samosata,"Macrobii,Octogenarians","grc,lat",2212,urn:cts:greekLit:tlg0062.tlg011.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg011.1st1K-grc1:1-5/
157,Lucian of Samosata,"Verae historiae,A True Story","grc,lat",11348,urn:cts:greekLit:tlg0062.tlg012.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg012.1st1K-grc1:1.1-1.5/
158,Lucian of Samosata,"Calumniae non temere credendum,Slander","grc,lat",3274,urn:cts:greekLit:tlg0062.tlg013.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg013.1st1K-grc1:1-5/
159,Lucian of Samosata,"Lis consonantium (= Judicium vocalium),The Consonants at Law","grc,lat",1296,urn:cts:greekLit:tlg0062.tlg014.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg014.1st1K-grc1:1-5/
160,Lucian of Samosata,"Symposium,The Carousal, or The Lapiths","grc,lat",4932,urn:cts:greekLit:tlg0062.tlg015.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg015.1st1K-grc1:1-5/
161,Lucianus Samosatenus,Cataplus,grc,4153,urn:cts:greekLit:tlg0062.tlg016.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg016.1st1K-grc1:1-5/
162,Lucianus Samosatenus,Juppiter confutatus,grc,2406,urn:cts:greekLit:tlg0062.tlg017.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg017.1st1K-grc1:1-5/
163,Lucianus Samosatenus,Juppiter tragoedus,grc,6829,urn:cts:greekLit:tlg0062.tlg018.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg018.1st1K-grc1:1-5/
164,Lucianus Samosatenus,Gallus,grc,5908,urn:cts:greekLit:tlg0062.tlg019.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg019.1st1K-grc1:1-5/
165,Lucianus Samosatenus,Prometheus,grc,2448,urn:cts:greekLit:tlg0062.tlg020.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg020.1st1K-grc1:1-5/
166,Lucianus Samosatenus,Icaromenippus,"grc,lat",5483,urn:cts:greekLit:tlg0062.tlg021.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg021.1st1K-grc1:1-5/
167,Lucianus Samosatenus,Timon,"grc,lat",6235,urn:cts:greekLit:tlg0062.tlg022.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg022.1st1K-grc1:1-5/
168,Lucianus Samosatenus,Charon sive contemplantes,grc,4365,urn:cts:greekLit:tlg0062.tlg023.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg023.1st1K-grc1:1-5/
169,Lucianus Samosatenus,Vitarum auctio,grc,3912,urn:cts:greekLit:tlg0062.tlg024.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg024.1st1K-grc1:1-5/
170,Lucianus Samosatenus,Revivescentes sive piscator,grc,6793,urn:cts:greekLit:tlg0062.tlg025.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg025.1st1K-grc1:1-5/
171,Lucianus Samosatenus,Bis accusatus sive tribunalia,grc,5992,urn:cts:greekLit:tlg0062.tlg026.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg026.1st1K-grc1:1-5/
172,Lucianus Samosatenus,De sacrificiis,grc,1866,urn:cts:greekLit:tlg0062.tlg027.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg027.1st1K-grc1:1-5/
173,Lucianus Samosatenus,Adversus indoctum et libros multos ementem,grc,4048,urn:cts:greekLit:tlg0062.tlg028.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg028.1st1K-grc1:1-5/
174,Lucianus Samosatenus,Somnium sive vita Luciani,grc,1895,urn:cts:greekLit:tlg0062.tlg029.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg029.1st1K-grc1:1-5/
175,Lucianus Samosatenus,De parasito sive artem esse parasiticam,grc,7281,urn:cts:greekLit:tlg0062.tlg030.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg030.1st1K-grc1:1-5/
176,Lucianus Samosatenus,Philopseudes sive incredulus,grc,6588,urn:cts:greekLit:tlg0062.tlg031.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg031.1st1K-grc1:1-5/
177,Lucianus Samosatenus,Dearum judicium,grc,2177,urn:cts:greekLit:tlg0062.tlg032.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg032.1st1K-grc1:1-5/
178,Lucianus Samosatenus,De mercede conductis potentium familiaribus,grc,7313,urn:cts:greekLit:tlg0062.tlg033.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg033.1st1K-grc1:1-5/
179,Lucian of Samosata,Anacharsis,"grc,lat",6586,urn:cts:greekLit:tlg0062.tlg034.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg034.1st1K-grc1:1-5/
180,Lucian of Samosata,"Menippus sive necyomantia,Menippus, or the Descent into Hades","grc,lat",3450,urn:cts:greekLit:tlg0062.tlg035.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg035.1st1K-grc1:1-5/
181,Lucian of Samosata,"De luctu,On Funerals","grc,lat",1909,urn:cts:greekLit:tlg0062.tlg036.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg036.1st1K-grc1:1-5/
182,Lucian of Samosata,"Rhetorum praeceptor,A Professor of Public Speaking","grc,lat",3946,urn:cts:greekLit:tlg0062.tlg037.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg037.1st1K-grc1:1-5/
183,Lucian of Samosata,"Alexander,Alexander the False Prophet","grc,lat",7923,urn:cts:greekLit:tlg0062.tlg038.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg038.1st1K-grc1:1-5/
184,Lucian of Samosata,"Imagines,Essays in Portraiture","grc,lat",3664,urn:cts:greekLit:tlg0062.tlg039.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg039.1st1K-grc1:1-5/
185,Lucian of Samosata,"Pro imaginibus,Essays in Portraiture Defended","grc,lat",3813,urn:cts:greekLit:tlg0062.tlg040.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg040.1st1K-grc1:1-5/
186,Lucian of Samosata,"De Syria dea,The Goddesse of Surrye","grc,lat",8978,urn:cts:greekLit:tlg0062.tlg041.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg041.1st1K-grc1:1-5/
187,Lucianus Samosatenus,De morte Peregrini,"grc,lat",5171,urn:cts:greekLit:tlg0062.tlg042.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg042.1st1K-grc1:1-5/
188,Lucianus Samosatenus,Fugitivi,"grc,lat",3649,urn:cts:greekLit:tlg0062.tlg043.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg043.1st1K-grc1:1-5/
189,Lucianus Samosatenus,Toxaris vel amicitia,"grc,lat",10925,urn:cts:greekLit:tlg0062.tlg044.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg044.1st1K-grc1:1-5/
190,Lucianus Samosatenus,De saltatione,"grc,lat",8656,urn:cts:greekLit:tlg0062.tlg045.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg045.1st1K-grc1:1-5/
191,Lucianus Samosatenus,Lexiphanes,"grc,lat",3482,urn:cts:greekLit:tlg0062.tlg046.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg046.1st1K-grc1:1-5/
192,Lucianus Samosatenus,Eunuchus,"grc,lat",1442,urn:cts:greekLit:tlg0062.tlg047.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg047.1st1K-grc1:1-5/
193,Lucianus Samosatenus,De astrologia,"grc,lat",2349,urn:cts:greekLit:tlg0062.tlg048.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg048.1st1K-grc1:1-5/
194,Lucianus Samosatenus,Pseudologista,"grc,lat",4724,urn:cts:greekLit:tlg0062.tlg049.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg049.1st1K-grc1:1-5/
195,Lucianus Samosatenus,Deorum concilium,"grc,lat",2394,urn:cts:greekLit:tlg0062.tlg050.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg050.1st1K-grc1:1-5/
196,Lucianus Samosatenus,Tyrannicida,"grc,lat",3138,urn:cts:greekLit:tlg0062.tlg051.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg051.1st1K-grc1:praef-4/
197,Lucianus Samosatenus,Abdicatus,"grc,lat",5185,urn:cts:greekLit:tlg0062.tlg052.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0062.tlg052.1st1K-grc1:1-5/
198,Hanno,Periplus Hannonis,"grc,lat",627,urn:cts:greekLit:tlg0064.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0064.tlg001.1st1K-grc1:1-5/
199,Scylax,Periplus Scylacis,"grc,lat",8609,urn:cts:greekLit:tlg0065.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0065.tlg001.1st1K-grc1:1.1/
200,Ps. Dicaearchus,"Dicaearchi, ut fertur, potius vero Athenaei Descriptionis Graeciae Fragmenta tria","grc,lat,deu",2708,urn:cts:greekLit:tlg0066.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0066.tlg001.1st1K-grc1:1.1-1.5/
201,Agatharchides,Ex Agatharchidis De Maris Erythraeo Libri Excerpta,"grc,lat,deu",20308,urn:cts:greekLit:tlg0067.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0067.tlg001.1st1K-grc1:5.23.1-5.23.2/
202,Pseudo-Scymnus,"Scymni Chii, ut fertur, Periegesis","grc,lat,deu",5587,urn:cts:greekLit:tlg0068.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0068.tlg001.1st1K-grc1:1.1-1.30/
203,Dionysius Calliphontis,Dionysii Calliphontis filii Descriptio Graeciae,"grc,lat,deu",905,urn:cts:greekLit:tlg0069.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0069.tlg001.1st1K-grc1:1.1-1.30/
204,Isidorus Characenus,Isidori Characeni Mansiones Parthicae,"grc,lat,deu",1164,urn:cts:greekLit:tlg0070.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0070.tlg001.1st1K-grc1:1.1-1.5/
205,Pseudo Arrianus,"Anonymi (Arriani, ut fertur) periplus maris Erythraei","grc,lat,deu",6246,urn:cts:greekLit:tlg0071.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0071.tlg001.1st1K-grc1:2-6/
206,Pseudo-Arrianus,"Anonymi (Arriani, ut fertur) periplus ponti Euxini","grc,lat,deu",5537,urn:cts:greekLit:tlg0075.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0075.tlg001.1st1K-grc1:1.1-1.2/
207,Anonymous,Stadiasmus Magni Maris,"grc,lat,deu",5693,urn:cts:greekLit:tlg0077.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0077.tlg001.1st1K-grc1:1.1a/
208,Dionysius Halicarnassensis,De Demosthenis dictione,"grc,lat",33568,urn:cts:greekLit:tlg0081.tlg006.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0081.tlg006.1st1K-grc1:1-5/
209,Dionysius Halicarnassensis,Libri secundi de antiquis oratoribus reliquiae,"grc,lat",244,urn:cts:greekLit:tlg0081.tlg007.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0081.tlg007.1st1K-grc1:59/
210,"Apollonius, Dyscolus",De pronominibus,"grc,lat",47260,urn:cts:greekLit:tlg0082.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0082.tlg001.1st1K-grc1:1-5/
211,"Apollonius, Dyscolus",De adverbiis,"grc,lat",39983,urn:cts:greekLit:tlg0082.tlg002.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0082.tlg002.1st1K-grc1:1-5/
212,"Apollonius, Dyscolus",De constructione,grc,256696,urn:cts:greekLit:tlg0082.tlg004.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0082.tlg004.1st1K-grc1:1.1-1.5/
213,Dionysius of Byzantium,De Bospori Navigatione,"grc,lat,deu",210,urn:cts:greekLit:tlg0083.tlg003.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0083.tlg003.1st1K-grc1:1/
214,Dionysius Periegetes,Orbis Descriptio,"grc,lat,deu",7636,urn:cts:greekLit:tlg0084.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0084.tlg001.1st1K-grc1:1-30/
215,Aeschylus,Ἱκέτιδες,"grc,lat",7773,urn:cts:greekLit:tlg0085.tlg001.opp-grc3,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0085.tlg001.opp-grc3:1-30/
216,Aeschylus,Περσαι,"grc,lat",6964,urn:cts:greekLit:tlg0085.tlg002.opp-grc3,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0085.tlg002.opp-grc3:1-30/
217,Aeschylus,Προμηθευς δεσμωτης,"grc,lat",7298,urn:cts:greekLit:tlg0085.tlg003.opp-grc3,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0085.tlg003.opp-grc3:1-30/
218,Aeschylus,Ἑπτὰ ἐπὶ Θήβας,"grc,lat",6950,urn:cts:greekLit:tlg0085.tlg004.opp-grc3,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0085.tlg004.opp-grc3:1-30/
219,Aeschylus,Ἀγαμέμνων,"grc,lat",10334,urn:cts:greekLit:tlg0085.tlg005.opp-grc3,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0085.tlg005.opp-grc3:1-30/
220,Aeschylus,Χοηφóρoι,"grc,lat",7667,urn:cts:greekLit:tlg0085.tlg006.opp-grc3,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0085.tlg006.opp-grc3:1-27/
221,Aeschylus,Eumenides,"grc,lat",6984,urn:cts:greekLit:tlg0085.tlg007.opp-grc3,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0085.tlg007.opp-grc3:1-30/
222,Aristotle,Analytica priora,"grc,lat",60253,urn:cts:greekLit:tlg0086.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0086.tlg001.1st1K-grc1:priora.1.1-priora.1.5/
223,Aristotle,Aristotelis Analytica Priora et Posteriora,"grc,lat",59935,urn:cts:greekLit:tlg0086.tlg001.1st1K-grc2,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0086.tlg001.1st1K-grc2:1.1.1-1.1.5/
224,Aristotle,De anima,"grc,lat",20881,urn:cts:greekLit:tlg0086.tlg002.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0086.tlg002.1st1K-grc1:1.1/
225,Aristotle,De anima,"grc,lat",21007,urn:cts:greekLit:tlg0086.tlg002.1st1K-grc2,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0086.tlg002.1st1K-grc2:1.1/
226,Aristotle,Res Publica Atheniensium,"grc,lat",41760,urn:cts:greekLit:tlg0086.tlg003.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0086.tlg003.1st1K-grc1:1-5/
227,Aristotle,Fragmenta Deperditae Partis Primae,"grc,lat",1249,urn:cts:greekLit:tlg0086.tlg003.1st1K-grc2,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0086.tlg003.1st1K-grc2:1-4/
228,Georgius Wentzei,Prefatio to Res Publica Atheniensium,lat,3044,urn:cts:greekLit:tlg0086.tlg003.1st1K-lat1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0086.tlg003.1st1K-lat1:1-5/
229,,Corrigenda to Res Publica Atheniensium,"lat,grc",127,urn:cts:greekLit:tlg0086.tlg003.1st1K-lat2,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0086.tlg003.1st1K-lat2:1/
230,,Addenda to Res Publica Atheniensium,"lat,grc",197,urn:cts:greekLit:tlg0086.tlg003.1st1K-lat3,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0086.tlg003.1st1K-lat3:1/
231,,Signorum Explicatio to Res Publica Atheniensium,lat,121,urn:cts:greekLit:tlg0086.tlg003.1st1K-lat4,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0086.tlg003.1st1K-lat4:1/
232,,Index Verborum to Res Publica Atheniensium,lat,25023,urn:cts:greekLit:tlg0086.tlg003.1st1K-mul1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0086.tlg003.1st1K-mul1:1-5/
233,,"Index Nominum to Aristotle, Res Publica Atheniensium",lat,746,urn:cts:greekLit:tlg0086.tlg003.1st1K-mul2,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0086.tlg003.1st1K-mul2:1-5/
234,Aristotle,De caelo,"grc,lat",31081,urn:cts:greekLit:tlg0086.tlg005.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0086.tlg005.1st1K-grc1:1.1/
235,Aristotle,Categoriae,"grc,lat",10316,urn:cts:greekLit:tlg0086.tlg006.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0086.tlg006.1st1K-grc1:1-5/
236,Aristotle,De divinatione per somnum,greek,1207,urn:cts:greekLit:tlg0086.tlg008.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0086.tlg008.1st1K-grc1:1-2/
237,Aristotle,De generatione et corruptione,"grc,lat",18021,urn:cts:greekLit:tlg0086.tlg013.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0086.tlg013.1st1K-grc1:1.1/
238,Aristotle,De generatione et corruptione,"grc,lat",17028,urn:cts:greekLit:tlg0086.tlg013.1st1K-grc2,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0086.tlg013.1st1K-grc2:1.1/
239,Aristotle,Historia animalium,greek,94069,urn:cts:greekLit:tlg0086.tlg014.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0086.tlg014.1st1K-grc1:1.1/
240,Aristoteles,De animalium motione,"grc,lat",5363,urn:cts:greekLit:tlg0086.tlg015.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0086.tlg015.1st1K-grc1:1-5/
241,Aristotle,De insomniis,greek,2436,urn:cts:greekLit:tlg0086.tlg016.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0086.tlg016.1st1K-grc1:1-3/
242,Aristotle,De interpretatione,grc,6245,urn:cts:greekLit:tlg0086.tlg017.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0086.tlg017.1st1K-grc1:1-5/
243,Aristotle,"De iuventute et senectute, De vita et morte",greek,1853,urn:cts:greekLit:tlg0086.tlg018.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0086.tlg018.1st1K-grc1:1-5/
244,Aristotle,De longitudine et brevitate vitae,greek,1793,urn:cts:greekLit:tlg0086.tlg020.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0086.tlg020.1st1K-grc1:1-5/
245,Aristoteles,De animalium incessu,"grc,lat",8680,urn:cts:greekLit:tlg0086.tlg021.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0086.tlg021.1st1K-grc1:1-5/
246,Aristotle,Magna Moralia,"grc,lat",33037,urn:cts:greekLit:tlg0086.tlg022.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0086.tlg022.1st1K-grc1:1.1.1-1.1.5/
247,Aristotle,De memoria et reminiscentia,greek,2519,urn:cts:greekLit:tlg0086.tlg024.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0086.tlg024.1st1K-grc1:1-2/
