,Workgroup,Work,Language,Words,URN,URL
249,Aristotle,Meteorologica,"grc,lat",63493,urn:cts:greekLit:tlg0086.tlg026.1st1K-grc2,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0086.tlg026.1st1K-grc2:1.1/
250,Aristotle,De partibus animalium,"grc,lat",35306,urn:cts:greekLit:tlg0086.tlg030.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0086.tlg030.1st1K-grc1:1.1.1-1.1.5/
251,Aristotle,Physica,"grc,lat",55685,urn:cts:greekLit:tlg0086.tlg031.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0086.tlg031.1st1K-grc1:1.1/
252,Aristotle,Ars Poetica,greek,10228,urn:cts:greekLit:tlg0086.tlg034.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0086.tlg034.1st1K-grc1:1-5/
253,Aristotle,De respiratione,greek,6112,urn:cts:greekLit:tlg0086.tlg037.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0086.tlg037.1st1K-grc1:1-5/
254,Aristotle,De sophisticis elenchis,greek,14115,urn:cts:greekLit:tlg0086.tlg040.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0086.tlg040.1st1K-grc1:1-5/
255,Aristotle,De sensu et sensibilibus,"lat,grc",7868,urn:cts:greekLit:tlg0086.tlg041.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0086.tlg041.1st1K-grc1:1.1-1.2/
256,Aristotle,De somno et vigilia,greek,2993,urn:cts:greekLit:tlg0086.tlg042.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0086.tlg042.1st1K-grc1:1-3/
257,Aristoteles,De spiritu,"grc,lat",4600,urn:cts:greekLit:tlg0086.tlg043.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0086.tlg043.1st1K-grc1:1-5/
258,Aristotle,Topica,greek,44125,urn:cts:greekLit:tlg0086.tlg044.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0086.tlg044.1st1K-grc1:1.1/
259,Aristotle,De anima (codicis E fragmenta recensionis a vulgata diversae),"grc,lat",2480,urn:cts:greekLit:tlg0086.tlg052.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0086.tlg052.1st1K-grc1:1-4/
260,Aristotle,Physica (textus alter),"grc,lat",2366,urn:cts:greekLit:tlg0086.tlg054.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0086.tlg054.1st1K-grc1:1-3/
261,Herodianus,Περὶ διχρόνων,"grc,lat",5667,urn:cts:greekLit:tlg0087.tlg004.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0087.tlg004.1st1K-grc1:1-5/
262,Herodianus,Περὶ πνευμάτων,"grc,lat",86,urn:cts:greekLit:tlg0087.tlg005.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0087.tlg005.1st1K-grc1:1/
263,Herodianus,Περὶ Ἀττικῆς προσῳδίας,"grc,lat",244,urn:cts:greekLit:tlg0087.tlg006.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0087.tlg006.1st1K-grc1:1/
264,Herodianus,Περὶ Ἰλιακῆς προσῳδίας,"grc,lat",41562,urn:cts:greekLit:tlg0087.tlg007.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0087.tlg007.1st1K-grc1:1.8-1.53/
265,Herodianus,Περὶ Ὀδυσσειακῆς προσῳδίας,"grc,lat",14434,urn:cts:greekLit:tlg0087.tlg008.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0087.tlg008.1st1K-grc1:1.1-1.30/
266,Herodianus,Περὶ παθῶν,"grc,lat",91270,urn:cts:greekLit:tlg0087.tlg009.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0087.tlg009.1st1K-grc1:1-5/
267,Herodianus,Ἐκ τῶν Ἡρωδιανοῦ ὑπομνημάτων τῶν περὶ παθῶν Διδύμου,"grc,lat",455,urn:cts:greekLit:tlg0087.tlg009a.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0087.tlg009a.1st1K-grc1:1-3/
268,Herodianus,Περὶ συντάξεως τῶν στοιχείων,"grc,lat",7553,urn:cts:greekLit:tlg0087.tlg010.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0087.tlg010.1st1K-grc1:1-5/
269,Herodianus,Περὶ ὀρθογραφίας,"grc,lat",84561,urn:cts:greekLit:tlg0087.tlg011.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0087.tlg011.1st1K-grc1:1.1.1.1/
270,Herodianus,Περὶ ὀνομάτων,"grc,lat",8800,urn:cts:greekLit:tlg0087.tlg012.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0087.tlg012.1st1K-grc1:1-5/
271,Herodianus,Περὶ κλίσεως ὀνομάτων,"grc,lat",59304,urn:cts:greekLit:tlg0087.tlg013.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0087.tlg013.1st1K-grc1:1.1-1.2/
272,Herodianus,Εἰς τὸ περὶ γενῶν Ἀπολλωνίου ὑπόμνημα,"grc,lat",52,urn:cts:greekLit:tlg0087.tlg014.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0087.tlg014.1st1K-grc1:1/
273,Herodianus,Μονόβιβλον περὶ τοῦ ὕδωρ,"grc,lat",131,urn:cts:greekLit:tlg0087.tlg015.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0087.tlg015.1st1K-grc1:1-2/
274,Herodianus,Περὶ τοῦ ζώς,"grc,lat",96,urn:cts:greekLit:tlg0087.tlg016.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0087.tlg016.1st1K-grc1:1-2/
275,Herodianus,Περὶ συζυγιῶν,"grc,lat",69,urn:cts:greekLit:tlg0087.tlg017.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0087.tlg017.1st1K-grc1:1-2/
276,Herodianus,Μονόβιβλον περὶ τοῦ μὴ πάντα τὰ ῥήματα κλίνεσθαι εἰς πάντας τοὺς χρόνους,"grc,lat",1940,urn:cts:greekLit:tlg0087.tlg018.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0087.tlg018.1st1K-grc1:1-5/
277,Herodianus,Περὶ μετοχῶν,"grc,lat",443,urn:cts:greekLit:tlg0087.tlg019.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0087.tlg019.1st1K-grc1:1-3/
278,Herodianus,Μονόβιβλον περὶ τοῦ ἦν,"grc,lat",623,urn:cts:greekLit:tlg0087.tlg020.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0087.tlg020.1st1K-grc1:1/
279,Herodianus,Περὶ ῥημάτων,"grc,lat",17682,urn:cts:greekLit:tlg0087.tlg021.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0087.tlg021.1st1K-grc1:1.1-1.5/
280,Herodianus,Περὶ τῶν εἰς μι,"grc,lat",10514,urn:cts:greekLit:tlg0087.tlg022.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0087.tlg022.1st1K-grc1:pro.1-pro.3/
281,Herodianus,Περὶ ἀντωνυμιῶν,"grc,lat",480,urn:cts:greekLit:tlg0087.tlg023.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0087.tlg023.1st1K-grc1:1-4/
282,Herodianus,Περὶ ἐπιρρημάτων,"grc,lat",206,urn:cts:greekLit:tlg0087.tlg024.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0087.tlg024.1st1K-grc1:1-3/
283,Herodianus,Περὶ σχημάτων,"grc,lat",885,urn:cts:greekLit:tlg0087.tlg025.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0087.tlg025.1st1K-grc1:1-5/
284,Herodianus,Περὶ παρωνύμων,"grc,lat",15885,urn:cts:greekLit:tlg0087.tlg026.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0087.tlg026.1st1K-grc1:1.1-1.2/
285,Herodianus,Περὶ ῥηματικῶν ὀνομάτων,"grc,lat",1918,urn:cts:greekLit:tlg0087.tlg027.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0087.tlg027.1st1K-grc1:1-5/
286,Herodianus,Περὶ μονοσυλλάβων,"grc,lat",266,urn:cts:greekLit:tlg0087.tlg028.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0087.tlg028.1st1K-grc1:1-2/
287,Herodianus,Περὶ γάμου καὶ συμβιώσεως,"grc,lat",59,urn:cts:greekLit:tlg0087.tlg029.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0087.tlg029.1st1K-grc1:1/
288,Herodianus,Συμπόσιον,"grc,lat",908,urn:cts:greekLit:tlg0087.tlg030.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0087.tlg030.1st1K-grc1:1-5/
289,Herodianus,Προτάσεις,"grc,lat",84,urn:cts:greekLit:tlg0087.tlg031.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0087.tlg031.1st1K-grc1:1-2/
290,Herodianus,Εἰς τὴν Ἀπολλωνίου εἰσαγωγήν,"grc,lat",84,urn:cts:greekLit:tlg0087.tlg032.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0087.tlg032.1st1K-grc1:1/
291,Herodianus,Περὶ μονήρους λέξεως,"grc,lat",19190,urn:cts:greekLit:tlg0087.tlg033.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0087.tlg033.1st1K-grc1:prologue.1/
292,Aristoxenus,Elementa Harmonica,"grc,lat",23046,urn:cts:greekLit:tlg0088.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0088.tlg001.1st1K-grc1:1.1-1.5/
293,Agathemerus,Geographiae Informatio,"eng,grc,lat",1974,urn:cts:greekLit:tlg0090.tlg001.opp-eng1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0090.tlg001.opp-eng1:1.1-1.2/
294,Agathemerus,Geographiae Informatio,"lat,grc,deu",1981,urn:cts:greekLit:tlg0090.tlg001.opp-grc10,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0090.tlg001.opp-grc10:1.1-1.2/
295,Agathemerus,Geographiae Informatio,"lat,grc,eng",1966,urn:cts:greekLit:tlg0090.tlg001.opp-grc3,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0090.tlg001.opp-grc3:1.1-1.2/
296,Agathemerus,Geographiae Informatio,"eng,grc,lat",1996,urn:cts:greekLit:tlg0090.tlg001.opp-grc6,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0090.tlg001.opp-grc6:1.1-1.2/
297,Agathemerus,Geographiae Informatio,"grc,lat,deu",1970,urn:cts:greekLit:tlg0090.tlg001.opp-grc7,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0090.tlg001.opp-grc7:1.1-1.2/
298,Agathemerus,Geographiae Informatio,"lat,grc,dut",1971,urn:cts:greekLit:tlg0090.tlg001.opp-grc9,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0090.tlg001.opp-grc9:1.1-1.2/
299,Agathemerus,Geographiae Informatio,"lat,grc,eng",1814,urn:cts:greekLit:tlg0090.tlg001.opp-lat10,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0090.tlg001.opp-lat10:1.1-1.2/
300,Agathemerus,Geographiae Informatio,"lat,grc,dut",2172,urn:cts:greekLit:tlg0090.tlg001.opp-lat4,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0090.tlg001.opp-lat4:1.1-1.2/
301,Agathemerus,Geographiae Informatio,"lat,grc,deu",1817,urn:cts:greekLit:tlg0090.tlg001.opp-lat9,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0090.tlg001.opp-lat9:1.1-1.2/
302,Anonymous,Geographiae expositio compendiaria,"grc,lat,deu",4378,urn:cts:greekLit:tlg0092.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0092.tlg001.1st1K-grc1:1.1-1.2/
303,Theophrastus,Concerning Odours,grc,6306,urn:cts:greekLit:tlg0093.ogl001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0093.ogl001.1st1K-grc1:1.1-1.2/
304,Theophrastus,Enquiry into Plants,grc,4292,urn:cts:greekLit:tlg0093.ogl002.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0093.ogl002.1st1K-grc1:1.1-1.2/
305,Theophrastus,"Enquiry into Plants,Historia plantarum","grc,eng,lat",84842,urn:cts:greekLit:tlg0093.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0093.tlg001.1st1K-grc1:1.1.1-1.1.5/
306,Theophrastus,De sensu et sensibilibus,"grc,lat",9043,urn:cts:greekLit:tlg0093.tlg003.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0093.tlg003.1st1K-grc1:1.1-1.5/
307,Theophrastus,De lapidibus,"grc,lat",4285,urn:cts:greekLit:tlg0093.tlg004.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0093.tlg004.1st1K-grc1:2.1-2.5/
308,Pseudo-Plutarch,De Fluviis,"grc,lat,deu",6512,urn:cts:greekLit:tlg0094.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0094.tlg001.1st1K-grc1:1.1-1.2/
309,Aesop,Fabulae,"grc,lat",42735,urn:cts:greekLit:tlg0096.tlg002.First1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0096.tlg002.First1K-grc1:1-4b/
310,Strabo,"Strabonis Geographiae Chrestomathia, Geographia. Selections Chrestomathia","grc,lat,deu",36949,urn:cts:greekLit:tlg0099.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0099.tlg001.1st1K-grc1:1.1-1.5/
311,Acta Joannis,Acta Joannis,"grc,lat",23584,urn:cts:greekLit:tlg0317.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0317.tlg001.1st1K-grc1:1-5/
312,Acta Joannis,Acta Joannis (recenscio),"grc,lat",2490,urn:cts:greekLit:tlg0317.tlg002.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0317.tlg002.1st1K-grc1:2-7/
313,Didymus Alexandrinus,Mensurae marmorum ac lignorum,"grc,lat",1955,urn:cts:greekLit:tlg0357.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0357.tlg001.1st1K-grc1:1-5/
314,Didymus Alexandrinus,Mensuris marmorum,"grc,lat",88,urn:cts:greekLit:tlg0357.tlg001.1st1K-grc2,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0357.tlg001.1st1K-grc2:12-27/
315,Nichomachus of Gerasa,Introductio arithmetica,"grc,lat",35744,urn:cts:greekLit:tlg0358.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0358.tlg001.1st1K-grc1:1.1-1.5/
316,Nichomachus Gerasenus,Harmonicum enchiridion,"grc,lat",7096,urn:cts:greekLit:tlg0358.tlg002.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0358.tlg002.opp-grc1:toc-4/
317,Nichomachus Gerasenus,Excerpta,"grc,lat",4293,urn:cts:greekLit:tlg0358.tlg004.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0358.tlg004.opp-grc1:1-5/
318,Nicomachus Gerasenus,Problemata arithmetica,"grc,lat",1354,urn:cts:greekLit:tlg0358.tlg005.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0358.tlg005.1st1K-grc1:1-5/
319,Cleonides,Introductio Harmonica,"grc,lat",7110,urn:cts:greekLit:tlg0361.tlg001.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0361.tlg001.opp-grc1:1-5/
320,Carmina Delphis Inventa,Carmina Delphis Inventa,"grc,lat",1511,urn:cts:greekLit:tlg0362.tlg001.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0362.tlg001.opp-grc1:pr-4/
321,Claudius Ptolemaeus,Syntaxis mathematica,"grc,lat",277377,urn:cts:greekLit:tlg0363.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0363.tlg001.1st1K-grc1:1.toc-1.4/
322,Claudius Ptolemaeus,Apotelesmatica (= Tetrabiblos),"grc,lat",60893,urn:cts:greekLit:tlg0363.tlg007.opp-grc2,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0363.tlg007.opp-grc2:1.1.1-1.1.3/
323,Claudius Ptolemaeus,Musica,"grc,lat,deu",2802,urn:cts:greekLit:tlg0363.tlg011.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0363.tlg011.opp-grc1:1-5/
324,Septuaginta,Genesis,"grc,lat",45009,urn:cts:greekLit:tlg0527.tlg001.opp-grc2,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg001.opp-grc2:1.1/
325,Septuaginta,Exodus,"grc,lat",35599,urn:cts:greekLit:tlg0527.tlg002.opp-grc2,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg002.opp-grc2:1.1/
326,Septuaginta,Leviticus,"grc,lat",26136,urn:cts:greekLit:tlg0527.tlg003.opp-grc2,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg003.opp-grc2:1.1/
327,Septuaginta,Numeri,"grc,lat",34964,urn:cts:greekLit:tlg0527.tlg004.opp-grc2,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg004.opp-grc2:1.1/
328,Septuaginta,Deuteronomium,"grc,lat",33526,urn:cts:greekLit:tlg0527.tlg005.opp-grc2,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg005.opp-grc2:1.1/
329,Septuaginta,Josue (Cod. Vaticanus + Cod. Alexandrinus),"grc,lat",23452,urn:cts:greekLit:tlg0527.tlg006.opp-grc2,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg006.opp-grc2:1.1/
330,Septuaginta,Judices (Cod. Alexandrinus),"grc,lat",28012,urn:cts:greekLit:tlg0527.tlg008.opp-grc2,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg008.opp-grc2:1.1/
331,Septuaginta,Ruth,"grc,lat",2622,urn:cts:greekLit:tlg0527.tlg010.opp-grc2,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg010.opp-grc2:1.1/
332,Septuaginta,Regnorum I (Samuelis I in textu Masoretico),"grc,lat",27387,urn:cts:greekLit:tlg0527.tlg011.opp-grc2,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg011.opp-grc2:1.1/
333,Septuaginta,Regnorum II (Samuelis II In Textu Masoretico),"grc,lat",23010,urn:cts:greekLit:tlg0527.tlg012.opp-grc2,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg012.opp-grc2:1.1/
334,Septuaginta,Regnorum III (Regum I in textu Masoretico),"grc,lat",30410,urn:cts:greekLit:tlg0527.tlg013.opp-grc2,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg013.opp-grc2:1.1/
335,Septuaginta,Regnorum IV (Regum II in textu Masoretico),"grc,lat",25528,urn:cts:greekLit:tlg0527.tlg014.opp-grc2,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg014.opp-grc2:1.1/
336,Septuaginta,Paralipomenon I sive Chronicon I,"grc,lat",25187,urn:cts:greekLit:tlg0527.tlg015.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg015.1st1K-grc1:1.1/
337,Septuaginta,Paralipomenon II sive Chronicon II,"grc,lat",27214,urn:cts:greekLit:tlg0527.tlg016.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg016.1st1K-grc1:1.1/
338,Septuaginta,Esdras A,"grc,lat",12468,urn:cts:greekLit:tlg0527.tlg017.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg017.1st1K-grc1:1.1/
339,Septuaginta,Esdras B,"grc,lat",23117,urn:cts:greekLit:tlg0527.tlg018.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg018.1st1K-grc1:1.1/
340,Septuaginta,Esther,"grc,lat",12735,urn:cts:greekLit:tlg0527.tlg019.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg019.1st1K-grc1:prologue.1/
341,Septuaginta,Judith,"grc,lat",14547,urn:cts:greekLit:tlg0527.tlg020.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg020.1st1K-grc1:1.1/
342,Septuaginta,Tobias,"grc,lat",7394,urn:cts:greekLit:tlg0527.tlg021.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg021.1st1K-grc1:1.1/
343,Septuaginta,Machabaeorum i,"grc,lat",32008,urn:cts:greekLit:tlg0527.tlg023.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg023.1st1K-grc1:1.1/
344,Septuaginta,Machabaeorum ii,"grc,lat",16428,urn:cts:greekLit:tlg0527.tlg024.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg024.1st1K-grc1:1.1/
345,Septuaginta,Machabaeorum iii,"grc,lat",6936,urn:cts:greekLit:tlg0527.tlg025.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg025.1st1K-grc1:1.1/
346,Septuaginta,Machabaeorum iv,"grc,lat",14942,urn:cts:greekLit:tlg0527.tlg026.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg026.1st1K-grc1:1.1/
347,Septuaginta,Psalmi,"grc,lat",41339,urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1:1.1/
348,Septuaginta,Odae,"grc,lat",4569,urn:cts:greekLit:tlg0527.tlg028.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg028.1st1K-grc1:1.1/
349,Septuaginta,Proverbia,"grc,lat",12957,urn:cts:greekLit:tlg0527.tlg029.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg029.1st1K-grc1:1.1/
350,Septuaginta,Canticum,"grc,lat",3052,urn:cts:greekLit:tlg0527.tlg031.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg031.1st1K-grc1:1.1/
351,Septuaginta,Job,"grc,lat",20537,urn:cts:greekLit:tlg0527.tlg032.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg032.1st1K-grc1:1.1/
352,Septuaginta,Sapientia Salomonis,"grc,lat",9742,urn:cts:greekLit:tlg0527.tlg033.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg033.1st1K-grc1:1.1/
353,,Ecclesiasticus,"grc,lat",19832,urn:cts:greekLit:tlg0527.tlg034.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg034.1st1K-grc1:1.1/
354,Septuaginta,Ecclesiasticus,"grc,lat",25693,urn:cts:greekLit:tlg0527.tlg034.opp-grc2,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg034.opp-grc2:1.1/
355,Septuaginta,Psalmi Salomonis,"grc,lat",5036,urn:cts:greekLit:tlg0527.tlg035.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg035.1st1K-grc1:1.1/
356,Septuaginta,Osee,"grc,lat",5509,urn:cts:greekLit:tlg0527.tlg036.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg036.1st1K-grc1:1.1/
357,Septuaginta,Amos,"grc,lat",4402,urn:cts:greekLit:tlg0527.tlg037.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg037.1st1K-grc1:1.1/
358,Septuaginta,Michaeas,"grc,lat",3301,urn:cts:greekLit:tlg0527.tlg038.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg038.1st1K-grc1:1.1/
359,Septuaginta,Joel,"grc,lat",2813,urn:cts:greekLit:tlg0527.tlg039.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg039.1st1K-grc1:1.1/
360,Septuaginta,Abdias,"grc,lat",960,urn:cts:greekLit:tlg0527.tlg040.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg040.1st1K-grc1:1.1/
361,Septuaginta,Jonas,"grc,lat",1882,urn:cts:greekLit:tlg0527.tlg041.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg041.1st1K-grc1:1.1/
362,Septuaginta,Nahum,"grc,lat",1989,urn:cts:greekLit:tlg0527.tlg042.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg042.1st1K-grc1:1.1/
363,Septuaginta,Habacuc,"grc,lat",2053,urn:cts:greekLit:tlg0527.tlg043.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg043.1st1K-grc1:1.1/
364,Septuaginta,Sophonias,"grc,lat",1682,urn:cts:greekLit:tlg0527.tlg044.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg044.1st1K-grc1:1.1/
365,Septuaginta,Aggaeus,"grc,lat",1544,urn:cts:greekLit:tlg0527.tlg045.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg045.1st1K-grc1:1.1/
366,Septuaginta,Zacharias,"grc,lat",9271,urn:cts:greekLit:tlg0527.tlg046.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg046.1st1K-grc1:1.1/
367,Septuaginta,Malachias,"grc,lat",2823,urn:cts:greekLit:tlg0527.tlg047.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg047.1st1K-grc1:1.1/
368,,Notes on Isaias,lat,111556,urn:cts:greekLit:tlg0527.tlg048.1st1K-eng1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg048.1st1K-eng1:1-5/
369,,Appendix to Isaias,lat,4866,urn:cts:greekLit:tlg0527.tlg048.1st1K-eng2,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg048.1st1K-eng2:1-5/
370,,Index II to Isaias,lat,1500,urn:cts:greekLit:tlg0527.tlg048.1st1K-eng3,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg048.1st1K-eng3:1-5/
371,Septuaginta,Isaias,"grc,lat",61037,urn:cts:greekLit:tlg0527.tlg048.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg048.1st1K-grc1:1.1/
